doi,n_records_merged,source_dbs,chosen_db,chosen_record_id,year,title_first50
10.31344/ijhhs.v2i4.55,1,OpenAlex,OpenAlex,OpenAlex:W2889121378,2018,Herbal Products and Conventional Drugs – an Uneasy
10.31351/vol31iss1pp220-224,1,Scopus,Scopus,Scopus:2-s2.0-85133067426,2022,Effect of Oral Administration of Valerian Extract 
10.31491/apt.2025.12.198,1,Scopus,Scopus,Scopus:2-s2.0-105029867440,2025,Medicinal plants and healthy aging: an urgent call
10.31744/einstein_journal/2024ao0827,1,WoS,WoS,WoS:WOS:001345835500003,2024,Use of herbal medicinal products among patients in
10.3177/jnsv.59.37,1,Scopus,Scopus,Scopus:2-s2.0-84875682210,2013,Influence of dietary macronutrients on induction o
10.31788/rjc.2023.1618028,1,Scopus,Scopus,Scopus:2-s2.0-85150817914,2023,PHARMACOLOGICAL POTENTIAL OF POLYHERBAL FORMULATIO
10.3181/0612-rm-306,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000249887500007,2007,Effects of adlay (Coix lachryma-jobi L. var. ma-yu
10.31838/ijpr/2020.sp1.363,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85090771666,2020,Exploring herb-drug interaction on glycemic effect
10.31887/dcns.2017.19.2/bbandelow,1,Scopus,Scopus,Scopus:2-s2.0-85028623793,2017,Treatment of anxiety disorders
10.31925/farmacia.2022.5.3,1,Scopus,Scopus,Scopus:2-s2.0-85140848191,2022,DRUG-FOOD INTERACTIONS: THE INFLUENCE ON THE PATIE
10.31989/bchd.8i8.1690,1,Scopus,Scopus,Scopus:2-s2.0-105013650813,2025,"Cytotoxic effects of tea (Camellia sinensis), stev"
10.31989/bchd.v8i8.1690,1,OpenAlex,OpenAlex,OpenAlex:W4413183332,2025,Cytotoxic effects of tea (&lt;i&gt;Camellia sinens
10.3233/978-1-60750-791-8-10,1,OpenAlex,OpenAlex,OpenAlex:W1604667805,2011,Electronic Medical Record Information System for P
10.3233/jad-201336,1,Scopus,Scopus,Scopus:2-s2.0-85103639568,2021,Screening Traditional Chinese Medicine Combination
10.3233/jpd-240102,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001320856500016,2024,Natural Health Products for Symptomatic Relief of 
10.32383/appdr/170201,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001153218400001,2023,PANAX GINSENG CA MEY. AS POTENTIAL RAW MATERIAL IN
10.32383/appdr/170203,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001153218400013,2023,CYP2C9 MEDIATES THE HERB-DRUG INTERACTION OF CURCU
10.32383/appdr/170911,1,Scopus,Scopus,Scopus:2-s2.0-85176386864,2023,PHARMACOKINETIC INTERACTION OF SAXAGLIPTIN WITH AN
10.32383/appdr/189702,1,Scopus,Scopus,Scopus:2-s2.0-85198142745,2024,DRUG-DRUG INTERACTION BETWEEN PACHYMIC ACID AND RE
10.32383/appdr/208282,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001600235300001,2025,HERBAL THERAPEUTICS IN CARDIOVASCULAR DISEASE: A R
10.32383/farmpol/216207,1,Scopus,Scopus,Scopus:2-s2.0-105029718877,2025,Herbal Preparations Interactions with Drugs Used i
10.32553/jbpr.v14i4.1326,1,OpenAlex,OpenAlex,OpenAlex:W4412183955,2025,A Review on Nephrotoxicity of Herbal and Tradition
10.32598/jhnm.32.4.2271,1,Scopus,Scopus,Scopus:2-s2.0-85140017956,2022,Using Medicinal Plants Among Patients With Cardiov
10.32598/sija.2022.3247.1,2,OpenAlex;WoS,WoS,WoS:WOS:000917812600009,2022,The Relationship Between the Use of Medicinal Plan
10.32604/biocell.2020.011208,1,Scopus,Scopus,Scopus:2-s2.0-85092267615,2020,Elemental sulfur upregulated testicular testostero
10.32604/biocell.2023.028331,1,Scopus,Scopus,Scopus:2-s2.0-85164702763,2023,Exploration of the oxidative-inflammatory potentia
10.32628/ijsrst241161107,1,OpenAlex,OpenAlex,OpenAlex:W4405571797,2024,Herbal Contraceptives: A Conventional Birth Contro
10.32782/2522-9680-2024-1-52,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85204646185,2024,INVOLVEMENT OF PHARMACOGENETICS IN PHARMACOLOGICAL
10.32782/2522-9680-2025-2-87,1,Scopus,Scopus,Scopus:2-s2.0-105012978307,2025,EXPLORING PHARMACOGENOMICS OF MEDICINAL PLANTS FOR
10.33160/yam.2018.12.001,2,Scopus;WoS,WoS,WoS:WOS:000455490400001,2018,Establishment of a Novel In Situ Rat Model for Dir
10.33160/yam.2019.03.011,2,Scopus;WoS,WoS,WoS:WOS:000463861900011,2019,Pharmacokinetic Drug Interaction Between Rosuvasta
10.33192/smj.v75i5.261536,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85158157811,2023,The Effect of the Thai Herbal Wattana Formula on P
10.33192/smj.v77i2.271976,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85216983899,2025,The Effect of the Thai Herbal Suksaiyad Formula on
10.33211/jnhpr.11,1,OpenAlex,OpenAlex,OpenAlex:W3124191449,2021,An In Vitro Evaluation of the Inhibition of Recomb
10.33211/jnhpr.23,1,OpenAlex,OpenAlex,OpenAlex:W4206375814,2022,"In Memoriam - Brian C. Foster, 1952-2021"
10.33235/ajhnm.33.4.168-176,1,Scopus,Scopus,Scopus:2-s2.0-85122061817,2021,Safety and efficacy of Withania compared with St J
10.3324/haematol.2018.188185,1,PubMed,PubMed,PubMed:29880605,2018,Pharmacological inhibition of dihydroorotate dehyd
10.33263/briac123.30023011,2,Scopus;WoS,WoS,WoS:WOS:000686904100020,2022,Pharmacodynamics Interaction of Quercetin and Capt
10.3329/bjms.v18i1.39542,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85060210756,2019,Herbal products and conventional drugs – An uneasy
10.3329/bjms.v20i2.51549,1,Scopus,Scopus,Scopus:2-s2.0-85101090266,2021,Prevalence of herbal products use and perceptions 
10.3329/bjp.v9i4.19731,1,Scopus,Scopus,Scopus:2-s2.0-84907663691,2014,GABAA receptor binding molecules from Traditional 
10.3332/ecancer.2024.1786,2,Scopus;WoS,WoS,WoS:WOS:001334056500001,2024,Prevalence and associated factors of herbal medici
10.3349/ymj.2010.51.5.793,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-77957944307,2010,Interaction between warfarin and the herbal produc
10.33545/26174693.2020.v4.i2a.130,1,OpenAlex,OpenAlex,OpenAlex:W4383003012,2020,Effect of herbal medicine and its biochemical impl
10.33545/26647591.2024.v6.i2c.143,1,OpenAlex,OpenAlex,OpenAlex:W4414185982,2024,Pharmacological and clinical prospects of Helicter
10.33552/appr.2019.01.000540,1,OpenAlex,OpenAlex,OpenAlex:W4255692593,2019,Study of Herbal-Drug Interactions (HDIs) Using in 
10.33552/appr.2019.02.000540,1,OpenAlex,OpenAlex,OpenAlex:W3002551575,2019,Study of Herbal-Drug Interactions (HDIs) Using in 
10.3358/shokueishi.54.56,1,OpenAlex,OpenAlex,OpenAlex:W1974723378,2013,Effect of Three Herbal Extracts on Cytochrome P450
10.3358/shokueishi.55.73,2,Scopus;WoS,WoS,WoS:WOS:000335623600002,2014,Coleus forskohlii Extract Attenuates the Hypoglyce
10.33696/pharmacol.6.052,1,OpenAlex,OpenAlex,OpenAlex:W4396752996,2024,Schisandra chinensis in Liver Disease: Exploring t
10.3389/978-2-83251-282-1,1,OpenAlex,OpenAlex,OpenAlex:W4320011650,2023,Pharmacokinetics of herbal medicines and herb-drug
10.3389/fbinf.2025.1613985,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001566259800001,2025,Identifying novel therapeutic targets for non-alco
10.3389/fbioe.2020.588255,1,WoS,WoS,WoS:WOS:000595119600001,2020,Metabolic Engineering for Glycyrrhetinic Acid Prod
10.3389/fcell.2021.638366,1,Scopus,Scopus,Scopus:2-s2.0-85102112911,2021,Decoding the Mechanism of Huanglian Jiedu Decoctio
10.3389/fcell.2022.878433,1,Scopus,Scopus,Scopus:2-s2.0-85128412307,2022,Tanshinone Ameliorates Glucocorticoid-Induced Bone
10.3389/fcell.2024.1396890,1,Scopus,Scopus,Scopus:2-s2.0-85197716284,2024,Screening of potentially active compounds against 
10.3389/fcell.2025.1629110,2,Scopus;WoS,WoS,WoS:WOS:001572329200001,2025,Mechanism of Huaiqihuang (HQH) against cyclophosph
10.3389/fchem.2022.924685,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000834256600001,2022,Explore the Potential Ingredients for Detoxificati
10.3389/fchem.2024.1415390,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001353502200001,2024,Exploring the mechanism of tetramethylpyrazine in 
10.3389/fcimb.2023.1192589,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85162198731,2023,Effect of gut microbiome regulated Taohong Siwu De
10.3389/fcimb.2023.1273031,1,Scopus,Scopus,Scopus:2-s2.0-85177188216,2023,Convergent application of traditional Chinese medi
10.3389/fcimb.2024.1351737,1,Scopus,Scopus,Scopus:2-s2.0-85188103022,2024,Identifying potential monkeypox virus inhibitors: 
10.3389/fcimb.2024.1376312,1,PubMed,PubMed,PubMed:38912207,2024,Utilization of the Shensheng-Piwen changed medicin
10.3389/fcimb.2025.1608271,1,PubMed,PubMed,PubMed:40529305,2025,Synergistic treatment of sodium propionate and Sis
10.3389/fcimb.2025.1650698,1,OpenAlex,OpenAlex,OpenAlex:W4413180798,2025,Commentary: Commentary: Synergistic treatment of s
10.3389/fcvm.2022.1047700,1,Scopus,Scopus,Scopus:2-s2.0-85142292551,2022,Role and molecular mechanism of traditional Chines
10.3389/fcvm.2024.1286620,1,Scopus,Scopus,Scopus:2-s2.0-85189315072,2024,Exploring the effects of calycosin on anthracyclin
10.3389/fcvm.2025.1585407,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001503788400001,2025,Chinese medicine targets cellular autophagy agains
10.3389/fendo.2022.857090,1,Scopus,Scopus,Scopus:2-s2.0-85130535476,2022,Pharmacomicrobiomics in Western Medicine and Tradi
10.3389/fendo.2024.1291389,1,Scopus,Scopus,Scopus:2-s2.0-85183646101,2024,A narrative review on inflammaging and late-onset 
10.3389/fendo.2024.1387242,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001264323000001,2024,Epidemiology of potential drug- drug interactions 
10.3389/fendo.2024.1397301,1,Scopus,Scopus,Scopus:2-s2.0-85200373018,2024,Exploring the role of NLRP3 inflammasome in diabet
10.3389/fendo.2025.1452345,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001447264900001,2025,Aspartate beta-hydroxylase is a prognostic factor 
10.3389/fendo.2025.1606753,1,PubMed,PubMed,PubMed:40510481,2025,Meta-analysis of the synergistic effect of traditi
10.3389/fendo.2025.1722245,2,Scopus;WoS,WoS,WoS:WOS:001651957800001,2025,Research progress on multidimensional intervention
10.3389/fgene.2020.00701,1,Scopus,Scopus,Scopus:2-s2.0-85087881481,2020,Chromosome Level Genome Assembly of Andrographis p
10.3389/fgene.2021.661296,1,Scopus,Scopus,Scopus:2-s2.0-85105351072,2021,Combined Analysis of Volatile Terpenoid Metabolism
10.3389/fgene.2022.1017520,1,Scopus,Scopus,Scopus:2-s2.0-85143837382,2022,Network pharmacology- and molecular docking-based 
10.3389/fgene.2022.828877,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000791737000001,2022,Transcriptome Analysis and Identification of the C
10.3389/fgene.2022.848141,1,Scopus,Scopus,Scopus:2-s2.0-85128718823,2022,Comparative Analysis of the Chalcone-Flavanone Iso
10.3389/fgene.2022.914646,1,Scopus,Scopus,Scopus:2-s2.0-85134529316,2022,Identification of Molecular Targets and Potential 
10.3389/fimmu.2021.774966,1,Scopus,Scopus,Scopus:2-s2.0-85118693931,2021,Dynamic Microbial Shifts and Signatures of Long-Te
10.3389/fimmu.2023.1284057,1,Scopus,Scopus,Scopus:2-s2.0-85175835325,2023,Ferroptosis: the emerging player in remodeling tri
10.3389/fimmu.2024.1305886,1,Scopus,Scopus,Scopus:2-s2.0-85184472760,2024,Research advances of Zanthoxylum bungeanum Maxim. 
10.3389/fimmu.2024.1488125,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85210518832,2024,Protective effects of YCHD on the autoimmune hepat
10.3389/fimmu.2024.1526749,1,Scopus,Scopus,Scopus:2-s2.0-85216466173,2024,The role of ferroptosis in colorectal cancer and i
10.3389/fimmu.2025.1563629,1,WoS,WoS,WoS:WOS:001493821000001,2025,Delayed diagnosis of the full triad autoimmune pol
10.3389/fimmu.2025.1568722,1,WoS,WoS,WoS:WOS:001497551800001,2025,The NLRP3 inflammasome: a therapeutic target of ph
10.3389/fimmu.2025.1616872,1,Scopus,Scopus,Scopus:2-s2.0-105015366287,2025,New dimensions of PD-1/PD-L1 inhibitor combination
10.3389/fimmu.2025.1659342,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001585870800001,2025,Therapeutic roles and molecular mechanisms of Cusc
10.3389/fimmu.2025.1659541,1,Scopus,Scopus,Scopus:2-s2.0-105017833093,2025,Metabolic reprogramming: the central mechanism dri
10.3389/fimmu.2025.1681358,1,Scopus,Scopus,Scopus:2-s2.0-105023961276,2025,Salvianolic acid B: a promising cardioprotective a
10.3389/fimmu.2025.1693028,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001630089400001,2025,Identification and validation of icaritin-associat
10.3389/fimmu.2025.1704651,1,Scopus,Scopus,Scopus:2-s2.0-105023204875,2025,From pathogenic mechanisms to therapeutic perspect
10.3389/fmed.2021.750170,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000729159300001,2021,Recent Progress on the Synergistic Antitumor Effec
10.3389/fmed.2024.1454776,1,Scopus,Scopus,Scopus:2-s2.0-85205355484,2024,Network pharmacology and molecular docking approac
10.3389/fmed.2024.1475239,1,Scopus,Scopus,Scopus:2-s2.0-85207035972,2024,Exploring the therapeutic potential of “Tianyu” me
10.3389/fmed.2024.1494740,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001383137700001,2024,Renal health benefits and therapeutic effects of p
10.3389/fmed.2025.1560225,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001578252400001,2025,Gan-du-qing attenuates PM2.5-induced Chronic Airwa
10.3389/fmed.2025.1592802,1,Scopus,Scopus,Scopus:2-s2.0-105012373831,2025,Analysis of immune characteristics and inflammator
10.3389/fmicb.2020.01498,1,Scopus,Scopus,Scopus:2-s2.0-85088425254,2020,Synergistic Effect of Berberine Hydrochloride and 
10.3389/fmicb.2022.862834,1,Scopus,Scopus,Scopus:2-s2.0-85130698517,2022,In vitro and in vivo Activity of Phibilin Against 
10.3389/fmicb.2023.1188900,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000998915000001,2023,Glabridin inhibited the spread of polymyxin-resist
10.3389/fmicb.2024.1391558,1,Scopus,Scopus,Scopus:2-s2.0-85195294096,2024,Widely targeted metabolomics analysis of Sanghuang
10.3389/fmicb.2024.1458579,1,Scopus,Scopus,Scopus:2-s2.0-85211638935,2024,Therapeutic effects and mechanisms of berberine on
10.3389/fmicb.2025.1700408,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001632971100001,2025,Wolfberry prevented liver damage caused by anti-tu
10.3389/fnagi.2022.870326,1,Scopus,Scopus,Scopus:2-s2.0-85133692100,2022,Studies on the Regulation and Molecular Mechanism 
10.3389/fneur.2022.864689,1,Scopus,Scopus,Scopus:2-s2.0-85130247059,2022,Petasites for Migraine Prevention: New Data on Mod
10.3389/fnins.2022.942188,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000826733000001,2022,"A Review of Traditional Chinese Medicine, Buyang H"
10.3389/fnins.2023.1242254,1,Scopus,Scopus,Scopus:2-s2.0-85173599745,2023,Decoding the role of gut microbiota in Alzheimer’s
10.3389/fnins.2025.1684297,1,Scopus,Scopus,Scopus:2-s2.0-105020065287,2025,Inflammation-related biomarkers and berberine ther
10.3389/fnut.2022.850318,1,WoS,WoS,WoS:WOS:000782783100001,2022,Effect of Green Tea Extract and Soy Isoflavones on
10.3389/fnut.2022.961697,1,WoS,WoS,WoS:WOS:000879239400001,2022,Therapeutic targets and functions of curcumol agai
10.3389/fnut.2024.1380010,1,Scopus,Scopus,Scopus:2-s2.0-85191688636,2024,Possible interactions between selected food proces
10.3389/fnut.2024.1495695,2,Scopus;WoS,WoS,WoS:WOS:001383655500001,2024,Liuweizhiji Gegen-Sangshen beverage protects again
10.3389/fnut.2025.1682590,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001603009500001,2025,Nutraceutical formulations and natural compounds f
10.3389/fnut.2025.1699642,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001631613300001,2025,Plant-based supplements in enhancing exercise perf
10.3389/fonc.2018.00473,1,Scopus,Scopus,Scopus:2-s2.0-85063267147,2018,The antitumor activities of marsdenia tenacissima
10.3389/fonc.2019.01012,1,Scopus,Scopus,Scopus:2-s2.0-85075361503,2019,Review of the Clinical Evidences of Modulated Elec
10.3389/fonc.2019.01356,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000502966800001,2019,Herbal Interaction With Chemotherapeutic Drugs-A F
10.3389/fonc.2023.1132141,1,Scopus,Scopus,Scopus:2-s2.0-85150894830,2023,Research progress of traditional Chinese medicine 
10.3389/fonc.2023.1226652,1,Scopus,Scopus,Scopus:2-s2.0-85170678698,2023,"Gastric precancerous lesions:occurrence, developme"
10.3389/fonc.2024.1412370,1,Scopus,Scopus,Scopus:2-s2.0-85197237298,2024,Integrating Chinese medicine into mainstream cance
10.3389/fonc.2024.1469178,1,Scopus,Scopus,Scopus:2-s2.0-85205666691,2024,Ferroptosis: a new mechanism of traditional Chines
10.3389/fonc.2025.1524182,1,Scopus,Scopus,Scopus:2-s2.0-86000096451,2025,Reversal of chemotherapy resistance in gastric can
10.3389/fped.2022.880928,1,Scopus,Scopus,Scopus:2-s2.0-85133407719,2022,A Survey of Prescription Errors in Paediatric Outp
10.3389/fphar.2011.00084,1,Scopus,Scopus,Scopus:2-s2.0-84865960619,2011,Sulfur fumigation processing of traditional Chines
10.3389/fphar.2012.00025,1,Scopus,Scopus,Scopus:2-s2.0-84865039191,2012,Ginsenosides as anticancer agents: In vitro and in
10.3389/fphar.2012.00069,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000209177700067,2012,An overview of the evidence and mechanisms of herb
10.3389/fphar.2014.00142,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84904745601,2014,Patient safety and the widespread use of herbs and
10.3389/fphar.2014.00162,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000347102200001,2014,Herbal medicines in Brazil: pharmacokinetic profil
10.3389/fphar.2014.00178,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000347107000001,2014,Evaluation of drug interaction potential of Labisi
10.3389/fphar.2014.00186,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000347109600001,2014,In vitro and in vivo assessment of CYP2C9-mediated
10.3389/fphar.2015.00217,1,WoS,WoS,WoS:WOS:000366048500001,2015,Screening for biomarkers of liver injury induced b
10.3389/fphar.2016.00248,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000381346700001,2016,Assessment of Potential Herb-Drug Interactions amo
10.3389/fphar.2016.00265,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000381641600001,2016,In vitro Effects of Four Native Brazilian Medicina
10.3389/fphar.2016.00337,1,Scopus,Scopus,Scopus:2-s2.0-84991769515,2016,Synergistic neuroprotective effects of two herbal 
10.3389/fphar.2016.00448,2,Scopus;WoS,WoS,WoS:WOS:000388735700001,2016,San-Huang-Xie-Xin-Tang Constituents Exert Drug-Dru
10.3389/fphar.2016.00469,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000389076200001,2016,Chinese Herbal Medicine on Cardiovascular Diseases
10.3389/fphar.2016.00502,1,Scopus,Scopus,Scopus:2-s2.0-85009227366,2016,Development of an IgY antibody-based immunoassay f
10.3389/fphar.2017.00038,2,Scopus;WoS,WoS,WoS:WOS:000393216000001,2017,Pharmacogenomic Characterization and Isobologram A
10.3389/fphar.2017.00084,2,Scopus;WoS,WoS,WoS:WOS:000394742300001,2017,Extracts of Immature Orange (Aurantii fructus imma
10.3389/fphar.2017.00694,1,Scopus,Scopus,Scopus:2-s2.0-85030643487,2017,System pharmacology-based dissection of the synerg
10.3389/fphar.2017.00938,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000418403000001,2017,Huangqi Decoction Alleviates Alpha-Naphthylisothio
10.3389/fphar.2017.00996,2,Scopus;WoS,WoS,WoS:WOS:000419884500002,2018,Hypouricemic Effects of Ganoderma applanatum in Hy
10.3389/fphar.2018.00131,1,Scopus,Scopus,Scopus:2-s2.0-85043336253,2018,Pharmacokinetic study of 7 compounds following ora
10.3389/fphar.2018.00371,2,Scopus;WoS,WoS,WoS:WOS:000430098600002,2018,Inhibition of Streptococcus suis Adhesion and Biof
10.3389/fphar.2018.00498,2,Scopus;WoS,WoS,WoS:WOS:000432303800002,2018,Hypouricemic Effects of Extracts From Agrocybe aeg
10.3389/fphar.2018.00601,1,Scopus,Scopus,Scopus:2-s2.0-85048043921,2018,6'-hydroxy justicidin B triggers a critical imbala
10.3389/fphar.2018.00622,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000435694600001,2018,A 42-Markers Pharmacokinetic Study Reveals Interac
10.3389/fphar.2018.00841,1,Scopus,Scopus,Scopus:2-s2.0-85054929283,2018,System pharmacology-based strategy to decode the s
10.3389/fphar.2018.00895,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000443243700001,2018,Potential Metabolic Drug-Drug Interaction of Citru
10.3389/fphar.2018.00948,1,Scopus,Scopus,Scopus:2-s2.0-85052194019,2018,An optimized MicroPET imaging method for the distr
10.3389/fphar.2018.00957,2,Scopus;WoS,WoS,WoS:WOS:000442394800001,2018,Ginsenoside Rb1 and Rd Remarkably Inhibited the He
10.3389/fphar.2018.01022,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000446875000001,2018,Siddha Medicine in Eastern Sri Lanka Today-Continu
10.3389/fphar.2018.01033,1,WoS,WoS,WoS:WOS:000445028200001,2018,The Modulatory Role of CYP3A4 in Dictamnine-Induce
10.3389/fphar.2018.01161,1,Scopus,Scopus,Scopus:2-s2.0-85056729184,2018,"Shexiang baoxin pill, derived from the traditional"
10.3389/fphar.2018.01264,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000449319300001,2018,Metabolism and Bioactivation of Corynoline With Ch
10.3389/fphar.2018.01374,1,WoS,WoS,WoS:WOS:000451414600001,2018,Preventive Effect of Curcumin Against Chemotherapy
10.3389/fphar.2019.00035,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000458056500001,2019,Anti-thrombosis Effects and Mechanisms by Xueshuan
10.3389/fphar.2019.00044,1,Scopus,Scopus,Scopus:2-s2.0-85065907201,2019,Selection of reference genes for expression analys
10.3389/fphar.2019.00048,1,Scopus,Scopus,Scopus:2-s2.0-85064212261,2019,Calculus bovis sativus improves bile acid homeosta
10.3389/fphar.2019.00052,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000457675500001,2019,Cytochrome P450 3A Enzymes Are Key Contributors fo
10.3389/fphar.2019.00158,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000460780900001,2019,Emerging Applications of Metabolomics in Tradition
10.3389/fphar.2019.00518,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000468009600001,2019,A Single Dose of Baicalin Has No Clinically Signif
10.3389/fphar.2019.00521,1,WoS,WoS,WoS:WOS:000468145200001,2019,Elucidation of the Differences in Cinobufotalin's 
10.3389/fphar.2019.00535,1,Scopus,Scopus,Scopus:2-s2.0-85068880481,2019,Glycyrrhetinic acid maintains intestinal homeostas
10.3389/fphar.2019.00586,2,PubMed;WoS,WoS,WoS:WOS:000468413400001,2019,Analysis of Patents Issued in China for Antihyperg
10.3389/fphar.2019.00993,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000535797100001,2019,Untargeted Safety Pharmacology Screen of Blood-Act
10.3389/fphar.2019.01243,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000495385600001,2019,Pharmacokinetic Interaction of Green Rooibos Extra
10.3389/fphar.2019.01443,1,WoS,WoS,WoS:WOS:000504233200001,2019,Transcriptomic Validation of the Protective Effect
10.3389/fphar.2019.01459,1,Scopus,Scopus,Scopus:2-s2.0-85077128790,2019,Magnolol prevents acute alcoholic liver damage by 
10.3389/fphar.2019.01483,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000508928200001,2020,Use of Herbal Medicine by Pregnant Women: What Phy
10.3389/fphar.2019.01518,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000510910000001,2020,Si-Ni-San Prevents Reserpine-Induced Depression by
10.3389/fphar.2019.01598,1,Scopus,Scopus,Scopus:2-s2.0-85079181184,2020,Comparative pharmacokinetics of hydrophilic compon
10.3389/fphar.2020.00133,1,Scopus,Scopus,Scopus:2-s2.0-85082726322,2020,Processing and Polyherbal Formulation of Tetradium
10.3389/fphar.2020.00335,1,Scopus,Scopus,Scopus:2-s2.0-85082702784,2020,Traditional Chinese Medicine of Angelicae Pubescen
10.3389/fphar.2020.00347,1,Scopus,Scopus,Scopus:2-s2.0-85083091028,2020,Network Pharmacology-Based Dissection of the Anti-
10.3389/fphar.2020.00422,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000529015200001,2020,Herbal Medicine for Cardiovascular Diseases: Effic
10.3389/fphar.2020.00425,1,Scopus,Scopus,Scopus:2-s2.0-85084004818,2020,Deciphering the Pharmacological Mechanisms of Taoh
10.3389/fphar.2020.00517,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000536517900001,2020,In Vitro Assessment of the Interaction Potential o
10.3389/fphar.2020.00694,1,Scopus,Scopus,Scopus:2-s2.0-85085523443,2020,Resveratrol: Multi-Targets Mechanism on Neurodegen
10.3389/fphar.2020.00802,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000542148400001,2020,Identification of Structural Features for the Inhi
10.3389/fphar.2020.00825,1,Scopus,Scopus,Scopus:2-s2.0-85087024162,2020,Exploring the Regulation Mechanism of Xihuang Pill
10.3389/fphar.2020.01067,1,Scopus,Scopus,Scopus:2-s2.0-85091910703,2020,"A Systematic Review of the Pharmacology, Toxicolog"
10.3389/fphar.2020.01079,2,Scopus;WoS,WoS,WoS:WOS:000576259800001,2020,Inhibitory Effect of Imperatorin on the Pharmacoki
10.3389/fphar.2020.563750,1,WoS,WoS,WoS:WOS:000591649400001,2020,Licorice Ameliorates Cisplatin-Induced Hepatotoxic
10.3389/fphar.2020.567088,1,Scopus,Scopus,Scopus:2-s2.0-85097827365,2020,A Novel Strategy for Decoding and Validating the C
10.3389/fphar.2020.571535,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000572253100001,2020,A Review of the Pharmacological Properties of Psor
10.3389/fphar.2020.571598,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000612649500001,2021,Selective Estrogen Receptor Modulator-Like Activit
10.3389/fphar.2020.573118,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000604948400001,2020,Pharmacokinetics and Pharmacodynamics of the Combi
10.3389/fphar.2020.577012,1,Scopus,Scopus,Scopus:2-s2.0-85092939248,2020,Characteristic and Mechanism of Drug-Herb Interact
10.3389/fphar.2020.583200,1,Scopus,Scopus,Scopus:2-s2.0-85096045225,2020,Regulatory Mechanisms of Baicalin in Cardiovascula
